hand,congruency,distractor_text,target_text,correct_resp,fixation_cross.time_started,fixation_cross.time_started_refresh,fixation_cross.time_stopped,fixation_cross.time_stopped_refresh,distractor.time_started,distractor.time_started_refresh,distractor.time_stopped,distractor.time_stopped_refresh,target.time_started,target.time_started_refresh,target.time_stopped,target.time_stopped_refresh,response.correct_resp,response.made,response.key,response.rt,response.correct,response.time_started,response.time_started_refresh,response.time_stopped,response.time_stopped_refresh,participant,session,date,psychopyVersion,expName,
0,1,"Right\nRight\nRight",Left,a,0.03493583999807015,8.935709769995446,0.9912694399972679,9.901351429997158,0.9912694399972679,9.901351429997158,1.123263939996832,10.034358729999804,1.1580580399968312,10.068144429997483,1.291502739997668,10.201615129999846,a,True,a,2.030593139999837,True,1.291502739997668,10.201615129999846,2.990385739998601,11.901480529997935,001,001,2021_Jul_15_1650,2021.2.0,Prime-Probe,
1,0,"Down\nDown\nDown",Down,l,0.004915630001050886,11.918484529999114,0.9919436300006055,12.918865430000006,0.9919436300006055,12.918865430000006,1.125553130001208,13.05217102999668,1.1600268300026073,13.085910129999684,1.2932373300027393,13.219355929997983,l,True,l,1.6542804300006537,True,1.2932373300027393,13.219355929997983,2.992429630001425,14.919334929998877,001,001,2021_Jul_15_1650,2021.2.0,Prime-Probe,
1,1,"Up\nUp\nUp",Down,l,0.00961343000017223,14.936395929997525,0.9846099300011701,15.919670729998325,0.9846099300011701,15.919670729998325,1.1186303299982683,16.053396029996655,1.1522928300000785,16.087044129997956,1.2854810300013924,16.220235129998763,l,True,l,1.8140318299992941,True,1.2854810300013924,16.220235129998763,2.9847609300013573,17.92053782999792,001,001,2021_Jul_15_1650,2021.2.0,Prime-Probe,
0,1,"Left\nLeft\nLeft",Right,d,0.012409629998728633,17.937220129997876,0.98909563000052,18.92091282999754,0.98909563000052,18.92091282999754,1.1225695299981453,19.054380229996603,1.1565546300007554,19.088260829996578,1.2908028300007572,19.221604529999603,d,True,d,1.9544324300004519,True,1.2908028300007572,19.221604529999603,2.9916468299998087,20.92245352999671,001,001,2021_Jul_15_1650,2021.2.0,Prime-Probe,
